0.997,51.77,1953.0
0.841,34.92,590.0
0.0,36.02,44220.0
0.952,38.43,46231.0
0.055,42.66,205778.0
1.0,63.13,1950.0
0.0,39.27,25447.0
0.974,44.09,880.0
0.0,31.13,2030.0
0.0,29.72,7406.0
0.867,62.26,991.0
1.0,64.04,1977.0
0.0,39.76,19863.0
0.701,56.68,561.0
0.981,60.43,1170.0
0.445,40.6,21271.0
0.0,40.98,3072.0
0.99,31.88,1901.0
0.912,46.48,42126.0
0.0,45.42,38345.0
0.0,38.83,14592.0
0.0,36.14,7078.0
0.885,31.88,7151.0
0.7140000000000001,38.42,7845.0
0.0,40.18,14767.0
1.0,57.71,201.0
0.768,41.19,16429.0
0.0,38.6,16732.0
0.0,49.53,634.0
0.8490000000000001,41.68,23561.0
1.0,63.13,1866.0
0.0,44.48,96609.0
0.359,47.93,17291.0
0.0,48.08,24996.0
0.0,62.87,5491.0
0.0,31.69,9092.0
0.708,40.51,2846.0
0.0,37.52,116152.0
0.0,37.51,115695.0
0.0,36.83,150513.0
0.01,33.78,253563.0
0.061,39.25,8186.0
0.0,35.34,2261.0
0.0,41.16,68521.0
0.923,51.62,15851.0
0.0,43.41,12998.0
1.0,58.43,1881.0
0.727,50.06,5799.0
0.0,48.69,2056.0
1.0,64.4,1146.0
0.0,42.31,18722.0
0.0,35.6,972.0
0.0,47.54,17152.0
0.0,49.63,4979.0
0.0,37.35,488080.0
0.797,39.48,2130.0
0.0,41.32,13975.0
0.591,39.81,244058.0
0.965,51.48,3747.0
1.0,62.6,837.0
0.0,36.27,11603.0
0.973,60.93,1761.0
0.0,31.31,198.0
0.0,48.91,392304.0
0.329,42.36,5869.0
0.0,37.27,481293.0
0.979,35.64,6840.0
1.0,56.47,1530.0
0.015,36.91,371776.0
0.0,46.31,948.0
0.0,34.89,7563.0
0.0,47.24,2087.0
0.0,39.04,96024.0
0.746,40.01,44379.0
0.971,53.89,2401.0
0.991,49.16,3637.0
0.0,37.66,452991.0
1.0,54.81,1122.0
0.109,34.74,37077.0
0.0,32.35,8013.0
0.0,33.97,52433.0
0.0,37.35,20633.0
1.0,55.24,2022.0
1.0,55.56,1791.0
1.0,40.43,10260.0
0.871,50.6,1986.0
0.0,50.12,2167.0
0.0,35.19,1347.0
0.945,53.79,1727.0
0.0,51.41,3964.0
0.0,49.77,2867.0
0.8320000000000001,37.45,15981.0
0.755,44.8,3647.0
1.0,64.18,1326.0
0.0,40.57,44501.0
1.0,58.53,1941.0
0.0,56.55,3572.0
0.93,42.48,2851.0
0.986,58.85,2022.0
0.0,59.99,1667.0
0.0,37.44,7051.0
0.0,40.0,970.0
0.0,40.76,270170.0
0.988,52.45,1977.0
0.972,50.17,2314.0
0.0,40.16,129696.0
0.0,39.4,34191.0
0.88,48.78,2833.0
0.934,35.14,99819.0
0.0,36.13,414594.0
0.767,38.09,4733.0
0.0,35.65,5195.0
0.0,37.0,1292.0
0.003,39.81,274742.0
0.149,49.98,12518.0
0.0,58.16,337.0
1.0,63.59,390.0
0.695,43.3,13999.0
0.0,41.11,2659.0
0.131,38.69,60160.0
0.996,49.83,1459.0
0.961,35.21,1153.0
0.883,26.92,2156.0
0.0,32.51,13661.0
0.893,47.37,1045.0
0.0,35.8,5866.0
0.0,39.23,34500.0
0.0,24.28,795.0
0.0,61.61,3623.0
0.715,35.63,93450.0
0.0,51.66,755.0
0.0,36.88,21073.0
0.8079999999999999,47.69,1319.0
1.0,35.47,6265.0
0.0,36.91,6158.0
0.0,41.74,22036.0
0.0,39.3,58557.0
1.0,62.65,1965.0
0.0,38.27,6870.0
0.89,31.33,3935.0
0.0,44.47,581916.0
0.0,51.3,3530.0
0.581,46.35,28797.0
1.0,52.27,1938.0
0.0,37.38,35722.0
0.0,49.07,23486.0
0.0,32.68,2800.0
0.762,46.89,11253.0
0.0,32.29,10002.0
0.97,65.5,1145.0
0.919,36.37,1875.0
1.0,61.63,1131.0
0.155,47.46,14091.0
0.0,40.15,2077.0
0.0,49.67,4459.0
0.0,37.79,24825.0
0.946,19.72,6506.0
0.0,42.98,50674.0
0.0,52.73,2031.0
0.0,32.7,20893.0
0.6940000000000001,35.9,2259.0
0.973,29.1,1849.0
0.662,56.15,3124.0
0.0,54.71,3557.0
0.0,50.58,941.0
0.0,48.57,10640.0
0.0,45.13,1642.0
0.0,50.53,3216.0
0.163,51.0,2061.0
0.0,36.09,327.0
0.0,41.16,2595.0
1.0,46.19,1680.0
1.0,58.04,1473.0
1.0,43.39,567.0
0.0,19.41,3447.0
0.0,36.37,17411.0
0.0,37.5,15446.0
0.721,46.32,639.0
1.0,55.76,1788.0
0.794,58.82,2249.0
0.123,43.47,15604.0
0.0,33.16,2943.0
0.976,50.24,4017.0
1.0,53.73,549.0
1.0,46.38,800.0
0.997,39.01,7064.0
0.0,37.09,4306.0
0.996,36.8,2247.0
0.763,34.17,30741.0
0.0,36.25,1625.0
0.101,36.37,58377.0
0.056,38.49,31366.0
0.0,33.17,627.0
0.024,38.09,400141.0
0.0,36.65,22814.0
0.0,31.1,9050.0
0.0,60.35,1656.0
0.0,51.42,1268.0
0.0,36.35,2275.0
0.0,56.28,1434.0
0.0,32.47,2997.0
0.98,37.62,513.0
0.0,33.33,882.0
1.0,66.67,1770.0
0.96,48.08,1462.0
0.952,51.75,2369.0
0.0,43.32,59028.0
0.0,51.8,3872.0
0.0,54.95,8936.0
0.851,50.55,1996.0
0.0,28.0,5511.0
0.0,49.04,19751.0
0.0,40.14,47366.0
0.7859999999999999,36.83,2947.0
0.0,45.47,4939.0
0.99,45.57,1332.0
0.0,38.56,12955.0
0.0,66.16,4433.0
0.962,53.0,5342.0
1.0,35.16,2699.0
0.969,40.95,4557.0
0.86,36.59,66903.0
0.363,38.33,28482.0
0.953,33.41,2897.0
0.912,40.9,2142.0
0.0,41.08,8203.0
1.0,57.8,1026.0
0.0,23.97,1673.0
1.0,53.26,582.0
0.866,32.06,4020.0
0.8909999999999999,42.41,2127.0
0.0,33.69,31910.0
0.994,35.65,951.0
0.0,32.73,2142.0
0.965,42.56,2526.0
0.145,38.47,175907.0
0.0,23.2,487.0
0.0,38.73,20298.0
0.816,56.93,3014.0
1.0,41.07,1585.0
0.0,36.04,19154.0
0.868,47.22,3753.0
0.0,38.88,6618.0
0.775,61.96,2955.0
0.0,41.9,5408.0
0.0,39.39,139249.0
0.482,45.11,7373.0
0.0,54.86,3903.0
0.0,34.81,4559.0
0.593,48.3,13200.0
1.0,46.68,1761.0
1.0,56.15,561.0
0.935,61.49,2020.0
0.0,39.36,33751.0
0.061,36.71,54052.0
1.0,69.94,1590.0
0.031,40.21,27176.0
1.0,59.12,1629.0
0.0,50.05,911.0
0.7170000000000001,37.23,889.0
0.98,24.26,13357.0
0.0,39.19,7683.0
0.0,38.58,1524.0
0.0,38.06,3652.0
0.647,43.7,23721.0
0.0,51.38,2464.0
0.691,44.57,35475.0
0.0,32.0,5206.0
1.0,54.28,1962.0
0.0,40.73,27633.0
0.7509999999999999,40.66,2142.0
0.884,36.02,1971.0
1.0,47.77,1658.0
0.9,48.75,2808.0
0.71,62.81,3522.0
0.888,25.82,5224.0
0.0,39.94,984.0
0.828,37.4,96797.0
1.0,35.71,1680.0
0.0,29.45,25234.0
0.0,39.61,8251.0
1.0,45.09,570.0
0.917,61.56,2672.0
1.0,55.35,1122.0
0.6629999999999999,40.38,1575.0
0.0,47.09,2247.0
0.782,44.98,32321.0
0.79,45.37,659.0
0.0,53.7,1918.0
0.083,39.1,172137.0
